City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Moron,75,VE,1532480400,88,10.49,-68.2,77.0,1.81
Cranbrook,75,CA,1532480400,23,49.51,-115.76,80.82,3.36
Namatanai,24,PG,1532482329,100,-3.66,152.44,83.31,6.51
Noumea,20,NC,1532480400,50,-22.28,166.46,75.2,8.05
Uthal,48,PK,1532482329,82,25.81,66.62,80.79,5.06
Shubarshi,76,KZ,1532482330,39,48.59,57.19,73.68,11.1
Maracacume,36,BR,1532482330,96,-2.04,-45.96,73.14,2.71
Nuuk,90,GL,1532479800,93,64.17,-51.74,37.4,11.41
Upata,80,VE,1532482331,98,8.02,-62.41,70.44,3.15
Buzuluk,48,RU,1532482331,54,52.79,52.25,71.88,9.42
Sola,75,NO,1532479800,93,58.89,5.65,62.35,6.93
Chiredzi,88,ZW,1532482331,83,-21.05,31.67,48.48,2.93
Pangnirtung,64,CA,1532482332,90,66.15,-65.72,37.86,2.48
Ponta do Sol,44,BR,1532482332,76,-20.63,-46.0,54.06,5.39
Marsassoum,0,SN,1532476800,100,12.83,-15.98,77.0,2.24
Moree,20,AU,1532482333,77,-29.46,149.84,66.66,4.72
Aksay,56,RU,1532482333,98,47.27,39.86,66.39,11.99
Sioux Lookout,75,CA,1532480400,88,50.1,-91.92,63.64,16.11
Bata,40,GQ,1532480400,88,1.87,9.77,77.0,6.93
Belyy Yar,40,RU,1532480400,68,53.6,91.39,64.4,13.42
Acolla,0,PE,1532482334,85,-11.73,-75.55,23.73,2.59
Raudeberg,92,NO,1532479800,93,61.99,5.14,57.2,10.29
Kiama,20,AU,1532476800,42,-34.67,150.86,62.6,10.29
Flagstaff,1,US,1532480220,26,35.2,-111.65,89.11,9.17
Codrington,88,AU,1532482335,78,-28.95,153.24,64.32,3.38
Souillac,0,FR,1532480400,93,45.6,-0.6,65.39,5.82
San Quintin,75,PH,1532480400,78,17.54,120.52,82.4,4.7
Hambantota,0,LK,1532482336,92,6.12,81.12,81.96,18.92
Rawson,0,AR,1532482336,38,-43.3,-65.11,40.74,11.88
Zatyshshya,20,UA,1532482336,93,47.33,29.87,61.89,2.71
Yuanping,0,CN,1532482337,83,38.72,112.71,70.71,3.38
Namibe,12,AO,1532482337,100,-15.19,12.15,66.12,6.51
Biltine,24,TD,1532482337,84,14.53,20.93,73.41,10.76
Khandyga,56,RU,1532482338,71,62.65,135.58,61.89,3.6
Fuerte Olimpo,0,BR,1532482338,79,-21.04,-57.87,57.21,10.31
Kungurtug,68,RU,1532482338,44,50.6,97.53,72.42,5.73
Ketchikan,1,US,1532480160,56,55.34,-131.65,68.74,3.36
Salinopolis,48,BR,1532482339,100,-0.61,-47.36,79.44,13.44
Anadyr,0,RU,1532480400,68,64.73,177.51,68.0,4.47
Deputatskiy,76,RU,1532482339,70,69.3,139.9,47.49,8.86
Santa Cruz,1,US,1532480160,72,36.97,-122.03,74.62,9.17
Fortuna,20,ES,1532480400,94,38.18,-1.13,73.4,2.37
Guiratinga,0,BR,1532482342,63,-16.35,-53.76,63.87,6.17
Hamilton,75,BM,1532480100,83,32.3,-64.78,78.8,10.29
Taltal,24,CL,1532482342,86,-25.41,-70.49,48.12,1.03
Leh,76,IN,1532482343,81,34.16,77.58,41.46,1.81
Monrovia,75,LR,1532480400,94,6.33,-10.8,77.0,7.63
Boa Vista,75,BR,1532480400,94,2.82,-60.67,75.2,4.7
Sao Filipe,12,CV,1532482345,100,14.9,-24.5,75.48,4.38
Camacha,0,PT,1532480400,82,33.08,-16.33,69.03,5.82
Contai,80,IN,1532482346,94,21.78,87.75,84.93,16.58
Ballitoville,0,ZA,1532482346,69,-29.54,31.21,51.9,3.15
Naranjal,90,PY,1532476800,87,-25.97,-55.19,60.8,4.7
Havre,1,US,1532479980,30,48.55,-109.68,80.6,13.87
Kerman,0,IR,1532480400,16,30.29,57.06,77.0,4.7
Sisimiut,88,GL,1532482347,100,66.94,-53.67,35.07,2.48
Lokhvytsya,24,UA,1532482347,92,50.37,33.26,65.58,8.19
Shorewood,5,US,1532480100,44,43.09,-87.89,76.23,8.05
Bauchi,88,NG,1532482348,87,10.31,9.85,71.79,6.73
Kamenka,100,RU,1532482348,85,53.19,44.05,61.62,13.44
Crewe,75,US,1532480160,100,37.17,-78.12,74.77,2.71
Caravelas,76,BR,1532482349,100,-17.73,-39.27,73.32,13.67
Sampit,0,ID,1532482349,80,-2.54,112.95,85.29,9.42
Riyadh,0,SA,1532480400,16,24.63,46.72,84.2,6.73
Ler,75,NO,1532479800,93,63.2,10.3,57.2,3.36
Akhtubinsk,64,RU,1532482350,78,48.29,46.17,71.79,12.44
Shouguang,0,CN,1532482350,69,36.88,118.73,94.83,11.88
Luocheng,0,CN,1532482351,71,28.29,114.55,90.6,6.73
Nome,1,US,1532480100,55,30.04,-94.42,85.5,7.18
Yazd,40,IR,1532480400,25,31.89,54.36,86.0,2.71
Fare,80,PF,1532482352,98,-16.7,-151.02,79.71,13.67
Qinhuangdao,92,CN,1532482106,99,39.94,119.59,78.46,2.59
Agadez,0,NE,1532482352,58,16.97,7.99,80.25,10.2
Argelia,40,CO,1532480400,88,4.73,-76.12,69.8,4.7
Campbell River,40,CA,1532480400,29,50.02,-125.24,88.32,3.36
Tommot,0,RU,1532482353,75,58.97,126.27,64.59,3.38
Ziro,90,IN,1532476800,100,27.54,93.82,77.0,6.93
Santa Isabel,75,CO,1532480400,100,4.71,-75.1,68.0,3.36
Merauke,8,ID,1532482354,69,-8.49,140.4,85.74,13.56
Jacareacanga,32,BR,1532482355,71,-6.22,-57.76,81.15,2.15
Andros Town,40,BS,1532480400,78,24.73,-77.79,82.4,6.93
Torbay,90,CA,1532480400,100,47.66,-52.73,60.8,19.46
Lala,20,PH,1532482356,67,7.97,123.75,85.83,4.94
Hobyo,20,SO,1532482356,80,5.35,48.53,73.32,20.04
Clyde River,90,CA,1532480400,87,70.47,-68.59,42.8,8.05
Kyren,48,RU,1532482357,67,51.68,102.13,71.97,2.15
Kamphaeng Phet,88,TH,1532482357,100,16.47,99.53,75.39,1.7
Hargeysa,32,SO,1532482357,65,9.56,44.06,64.59,13.56
Palmer,90,US,1532480160,68,61.6,-149.11,64.38,2.82
Marabba,88,SD,1532482358,93,12.35,32.18,70.44,4.5
Luau,0,CD,1532482358,56,-10.7,22.23,56.4,5.17
Shenjiamen,12,CN,1532482358,91,29.96,122.3,84.21,17.81
Ternate,75,PH,1532480400,100,14.29,120.72,82.4,6.93
Neuquen,0,AR,1532480400,66,-38.95,-68.06,35.6,4.38
Mangan,92,IN,1532482359,91,27.5,88.54,51.81,1.36
Salalah,75,OM,1532479800,88,17.01,54.1,78.8,3.36
Eyl,0,SO,1532482360,74,7.98,49.82,78.54,22.28
Banda Aceh,36,ID,1532482360,61,5.56,95.32,86.82,6.96
Fairbanks,1,US,1532480280,23,64.84,-147.72,84.2,4.38
Sambava,100,MG,1532482361,100,-14.27,50.17,69.9,27.54
Hami,24,CN,1532482361,33,42.84,93.51,91.32,5.73
Kattivakkam,40,IN,1532480400,66,13.22,80.32,86.0,6.93
Asyut,0,EG,1532480400,65,27.18,31.19,82.4,12.75
Kadarkut,0,HU,1532482362,82,46.24,17.62,63.69,3.6
Inyonga,0,TZ,1532482362,57,-6.72,32.06,52.44,5.39
Tilichiki,0,RU,1532482362,85,60.47,166.1,61.98,3.94
Salym,0,RU,1532482363,46,60.06,71.48,74.76,3.94
Juegang,8,CN,1532482363,79,32.31,121.18,91.41,6.85
Hohr-Grenzhausen,0,DE,1532481600,40,50.43,7.67,68.86,5.82
Athens,90,US,1532480280,54,34.8,-86.97,79.57,6.93
Caborca,36,MX,1532482364,31,30.58,-111.1,91.23,3.83
Sistranda,75,NO,1532479800,93,63.73,8.83,57.2,3.36
Touros,24,BR,1532482364,82,-5.2,-35.46,76.29,14.79
Vestmannaeyjar,88,IS,1532482365,99,63.44,-20.27,49.02,9.53
Lompoc,1,US,1532480160,72,34.64,-120.46,69.55,12.75
Isangel,0,VU,1532482365,100,-19.55,169.27,72.33,14.45
Acapulco,20,MX,1532479320,74,16.86,-99.88,86.0,3.36
Porangatu,0,BR,1532482366,49,-13.44,-49.14,65.31,8.63
Cabedelo,0,BR,1532480400,83,-6.97,-34.84,71.6,4.7
Waitati,0,NZ,1532482366,84,-45.75,170.57,42.09,7.96
Cayenne,75,GF,1532480400,100,4.94,-52.33,75.2,5.61
Kahramanmaras,0,TR,1532479800,65,37.58,36.93,77.0,11.41
Helong,20,CN,1532482367,67,25.94,116.13,88.62,3.6
Alihe,80,CN,1532482368,73,50.57,123.73,68.91,6.51
Gazli,0,UZ,1532482368,31,40.13,63.45,78.99,14.79
Mount Isa,0,AU,1532480400,13,-20.73,139.49,78.8,6.93
Biskamzha,92,RU,1532482369,99,53.45,89.53,53.61,2.71
Ancud,36,CL,1532482369,81,-41.87,-73.83,29.49,2.37
Aden,8,YE,1532482369,96,12.79,45.03,78.81,23.29
Kihei,40,US,1532480160,62,20.76,-156.45,84.76,24.16
Inhambane,0,MZ,1532482370,100,-23.87,35.38,63.78,8.19
Calbuco,40,CL,1532481600,100,-41.77,-73.13,30.2,5.17
Lakhnadon,92,IN,1532482370,97,22.6,79.61,75.93,12.33
Coihaique,0,CL,1532480400,83,-45.58,-72.07,36.59,1.12
Maine-Soroa,88,NE,1532482371,91,13.21,12.02,74.4,3.15
Narsaq,44,GL,1532479800,52,60.91,-46.05,44.6,5.82
Imbituba,75,BR,1532480400,100,-28.24,-48.67,59.0,11.41
Marawi,24,PH,1532482372,67,8.0,124.29,80.97,4.72
Onega,92,RU,1532482372,69,63.91,38.09,68.46,7.96
Te Anau,56,NZ,1532482372,82,-45.41,167.72,39.84,3.38
Ihiala,92,NG,1532482372,100,5.86,6.86,73.86,5.5
Gigmoto,68,PH,1532482373,97,13.78,124.39,84.48,9.98
Karratha,0,AU,1532482373,26,-20.74,116.85,76.47,5.39
Cachipay,20,CO,1532482373,96,2.22,-76.07,45.96,1.14
San Felipe,0,CL,1532480400,75,-32.75,-70.73,44.6,4.7
Puro,76,PH,1532482374,100,13.13,123.76,80.61,5.17
Umm Lajj,20,SA,1532482374,100,25.02,37.27,76.74,4.72
Lavrentiya,24,RU,1532482374,92,65.58,-170.99,46.14,8.41
Sao Paulo de Olivenca,12,BR,1532482375,90,-3.38,-68.87,75.12,2.15
Vostok,92,RU,1532482375,96,46.45,135.83,73.86,2.26
Geraldton,75,CA,1532480400,53,49.72,-86.95,73.4,5.82
Kharan,0,PK,1532482375,37,28.58,65.42,82.95,4.5
Lagos,40,NG,1532480400,94,6.46,3.39,77.0,5.82
Sao Gabriel da Cachoeira,68,BR,1532482377,98,-0.13,-67.09,72.6,1.7
Carbondale,1,US,1532479980,37,38.82,-95.69,83.86,6.93
Beaune,0,FR,1532480400,57,47.02,4.84,69.62,6.93
Cruz Grande,20,MX,1532479320,74,16.72,-99.13,86.0,3.36
Labuhan,20,ID,1532482378,74,-2.54,115.51,83.94,3.27
Peleduy,68,RU,1532482378,71,59.63,112.75,62.34,3.15
Walvis Bay,0,NA,1532482378,77,-22.95,14.51,66.84,12.88
Sayyan,56,YE,1532482378,78,15.17,44.32,50.91,1.92
Kristianstad,0,SE,1532479800,92,56.03,14.16,61.14,3.36
Manakara,92,MG,1532482379,100,-22.14,48.01,66.93,6.85
Tuatapere,64,NZ,1532482379,100,-46.13,167.69,44.97,4.61
Rio Gallegos,0,AR,1532480400,64,-51.62,-69.22,39.2,9.17
Bolu,80,TR,1532482209,96,40.73,31.61,59.01,2.04
Storforshei,92,NO,1532482380,99,66.4,14.52,52.17,2.15
Teykovo,12,RU,1532482380,83,56.86,40.54,61.89,10.98
Nortelandia,0,BR,1532482381,86,-14.45,-56.8,61.89,6.29
Point Pedro,44,LK,1532482381,93,9.82,80.23,83.22,11.1
Grand Gaube,40,MU,1532480400,64,-20.01,57.66,71.6,11.41
Mapiri,76,BO,1532482381,100,-15.31,-68.22,48.3,0.69
Russell,0,AR,1532480400,48,-33.01,-68.8,42.8,4.7
Vila Velha,0,BR,1532480400,83,-3.71,-38.6,77.0,4.7
Vanavara,12,RU,1532482382,61,60.35,102.28,61.98,6.4
Byron Bay,76,AU,1532480400,59,-28.65,153.62,66.2,2.24
Olinda,40,EC,1532480400,73,-2.03,-79.75,77.0,13.87
Nadym,48,RU,1532482383,50,65.53,72.51,76.47,14.67
Ruidoso,1,US,1532481300,40,33.33,-105.67,89.4,11.41
Emilio Carranza,0,MX,1532482384,76,19.97,-96.61,77.55,3.71
Yulara,0,AU,1532480400,26,-25.24,130.99,69.8,12.75
Constance,20,DE,1532481600,82,47.66,9.18,64.47,2.24
Antalaha,92,MG,1532482384,100,-14.9,50.28,67.65,18.92
Puerto Penasco,12,MX,1532482385,81,31.32,-113.53,90.24,10.76
Dunmore,75,US,1532480040,88,41.42,-75.63,71.47,4.7
Ibra,0,OM,1532482385,54,22.69,58.55,85.47,2.15
Banting,75,MY,1532478600,94,2.82,101.5,77.4,5.82
Ratchaburi,64,TH,1532482386,62,13.54,99.82,88.89,10.31
Saint Anthony,75,US,1532481360,72,43.97,-111.68,76.64,17.22
Santa Isabel do Rio Negro,92,BR,1532482387,94,-0.41,-65.02,73.5,4.38
Aquidauana,0,BR,1532482433,66,-20.47,-55.78,65.58,9.53
Hirara,40,JP,1532480400,74,24.8,125.28,86.0,5.82
Surt,0,LY,1532482388,100,31.21,16.59,75.57,9.42
Leningradskiy,20,RU,1532482389,98,69.38,178.42,37.95,19.37
Topeka,1,US,1532479980,39,39.05,-95.68,82.99,5.82
Waipawa,12,NZ,1532482389,60,-39.94,176.59,52.26,8.75
Akdepe,0,TM,1532480400,40,42.05,59.39,72.52,6.93
Nantucket,75,US,1532481300,100,41.28,-70.1,70.92,9.17
Acajutla,20,SV,1532479800,62,13.59,-89.83,84.2,5.82
Bonavista,80,CA,1532482390,79,48.65,-53.11,64.14,13.78
Corumba,0,BR,1532476800,56,-19.0,-57.65,68.0,12.75
Karasjok,56,NO,1532481600,82,69.47,25.52,64.4,9.17
Nosy Varika,68,MG,1532482391,100,-20.58,48.53,67.02,7.18
Rome,0,IT,1532479800,49,41.89,12.48,75.74,5.82
Parsons,1,US,1532481300,51,37.34,-95.26,87.82,4.7
Vilhena,0,BR,1532482392,60,-12.74,-60.15,69.09,4.5
Harper,1,US,1532480100,32,30.3,-99.24,96.28,8.05
Drovyanaya,0,RU,1532480400,68,51.58,113.05,71.6,6.71
Dongsheng,8,CN,1532482393,64,29.72,112.52,95.19,12.66
Adrar,0,DZ,1532480400,10,27.87,-0.29,95.0,11.41
Ayan,12,TR,1532482394,85,40.67,33.6,52.44,2.15
Plettenberg Bay,92,ZA,1532482394,100,-34.05,23.37,60.27,3.38
Northam,0,GB,1532479800,87,51.04,-4.21,55.4,2.24
Ise,75,JP,1532480400,70,34.5,136.72,87.8,4.7
Kizukuri,75,JP,1532480400,74,40.81,140.39,78.8,4.7
Chiang Kham,75,TH,1532476800,100,19.53,100.3,75.2,5.82
Algiers,1,US,1532481300,58,29.94,-90.04,84.27,14.99
Itarema,0,BR,1532482396,78,-2.92,-39.92,77.55,14.0
Southbridge,90,US,1532480580,88,42.08,-72.03,75.56,13.87
Gat,75,SN,1532476800,78,14.69,-16.54,82.4,4.7
Sibolga,44,ID,1532482397,87,1.74,98.78,75.84,2.37
Port Shepstone,0,ZA,1532482397,79,-30.74,30.45,60.81,4.94
Marsa Matruh,20,EG,1532480400,74,31.35,27.25,78.8,9.17
Kaeo,48,NZ,1532482398,84,-35.1,173.78,54.06,9.64
Luis Correia,20,BR,1532482398,69,-2.88,-41.67,79.26,12.33
Fort Nelson,90,CA,1532476800,31,58.81,-122.69,77.0,5.82
Eibergen,90,NL,1532481900,64,52.1,6.65,71.6,5.82
Mwinilunga,0,ZM,1532482399,67,-11.73,24.43,51.27,5.84
Koumac,24,NC,1532482399,69,-20.56,164.28,73.14,10.42
Gobabis,0,NA,1532482400,75,-22.45,18.97,37.95,5.95
Den Helder,90,NL,1532481900,88,52.96,4.76,67.98,5.82
Cururupu,24,BR,1532482400,99,-1.82,-44.87,73.14,2.37
Margate,40,AU,1532480400,50,-43.03,147.26,51.8,17.22
Tarauaca,0,BR,1532482401,57,-8.16,-70.77,76.65,7.18
Aykhal,32,RU,1532482401,63,65.95,111.51,58.02,4.05
Sidmouth,0,GB,1532479800,87,50.68,-3.24,55.4,2.24
Ritterhude,0,DE,1532481600,73,53.19,8.75,69.8,4.7
Marsh Harbour,44,BS,1532482402,100,26.54,-77.06,83.22,16.24
El Porvenir,20,HN,1532480400,83,15.75,-86.9,85.1,5.82
Kvarkeno,20,RU,1532482404,46,52.08,59.73,74.22,4.72
Caruray,80,PH,1532482404,100,10.31,119.01,81.06,11.65
Alekseyevsk,32,RU,1532482404,76,57.84,108.35,71.43,2.59
Matagami,92,NG,1532482404,99,9.67,8.4,67.65,5.95
Kenai,90,US,1532480160,87,60.55,-151.26,60.8,10.29
Liverpool,0,GB,1532481600,82,53.41,-2.98,56.37,2.71
Avera,90,US,1532480100,94,33.19,-82.53,75.96,6.93
Mao,40,DO,1532480400,83,19.55,-71.08,80.6,9.17
Bambamarca,80,PE,1532482406,92,-6.68,-78.52,47.85,1.7
Arlit,0,NE,1532482406,47,18.74,7.39,69.99,3.83
Passagem Franca,32,BR,1532482407,47,-6.18,-43.78,78.99,3.94
Meiganga,92,CM,1532482407,98,6.52,14.29,63.78,3.6
Terrace,40,CA,1532480400,21,54.52,-128.61,84.2,6.93
Lundazi,0,ZM,1532482407,89,-12.29,33.17,49.65,8.97
Zaria,68,NG,1532482408,93,11.11,7.72,73.05,9.98
Astoria,1,US,1532480100,72,46.19,-123.83,64.4,10.29
Teya,40,MX,1532480040,58,21.05,-89.07,86.0,4.7
Thinadhoo,100,MV,1532482408,100,0.53,72.93,82.14,18.25
Haines Junction,0,CA,1532482409,27,60.75,-137.51,69.09,3.94
Valdivia,0,CL,1532480400,98,-39.81,-73.25,32.0,2.24
Callaway,1,US,1532481300,56,46.98,-95.91,74.17,4.7
Kupang,20,ID,1532478600,65,-10.16,123.6,80.6,12.75
Nanakuli,20,US,1532480220,61,21.39,-158.15,84.2,5.82
Gravelbourg,12,CA,1532482410,48,49.88,-106.56,64.86,5.39
Samoylovka,92,RU,1532482410,98,51.19,43.71,65.76,14.67
Yavas,80,RU,1532482411,71,54.42,42.84,64.14,11.77
Veraval,0,FR,1532480400,82,49.65,0.71,63.19,5.82
Kanigoro,0,ID,1532482411,80,-8.13,112.22,77.19,15.23
El Silencio,68,CO,1532482412,91,5.37,-75.03,66.66,1.59
Maxixe,0,MZ,1532482412,100,-23.86,35.35,63.78,8.19
Shimoda,75,JP,1532480400,89,34.7,138.93,84.2,11.41
Coquimbo,0,CL,1532480400,87,-29.95,-71.34,46.4,2.24
Kapit,76,MY,1532482413,89,2.02,112.94,80.61,2.71
Mukhen,100,RU,1532482413,93,48.19,136.14,76.92,6.06
Port Pirie,0,AU,1532480400,76,-33.18,138.01,57.2,6.93
Nisia Floresta,40,BR,1532480400,69,-6.09,-35.21,77.0,12.75
